USFS_ECOREGION_ID	PARENT_USFS_ECOREGION_ID	D_USFS_ECOREGION_LEVEL_ID	USFS_ECOREGION_NAME	USFS_ECOREGION_CLASS_CD	USFS_ECOREGION_CONCAT_CD
133	13	3	Northern Rocky Mountain Forest - Steppe - Coniferous Forest - Alpine Meadow Province	M333	M333
138	21	3	California Dry Steppe Province	262	262
139	34	3	Brooks Range Tundra - Polar Desert Province	M121	M121
140	34	3	Aleutian Oceanic Meadow - Heath Province	M127	M127
141	33	3	Bering Tundra (Southern) Province	126	126
142	32	3	Upper Yukon Tayga - Meadow Province	M139	M139
143	31	3	Yukon Intermontane Plateaus Tayga Province	131	131
144	20	3	Pacific Coastal Mountains Forest - Meadow Province	M244	M244
145	34	3	Seward Peninsula Tundra - Meadow Province	M125	M125
146	31	3	Coastal Trough Humid Tayga Province	135	135
147	33	3	Arctic Tundra Province	124	124
148	33	3	Bering Tundra (Northern) Province	125	125
149	31	3	Upper Yukon Tayga Province	139	139
150	34	3	Ahklun Mountains Tundra - Meadow Province	M126	M126
151	32	3	Yukon Intermontane Plateaus Tayga - Meadow Province	M131	M131
152	32	3	Alaska Range Humid Tayga - Tundra - Meadow Province	M135	M135
1004	124	4	Northern California Interior Coast Ranges Section	C	M261C
1007	122	4	South-Central Highlands Section	G	M331G
1011	113	4	Edwards Plateau Section	D	315D
1013	124	4	Northern California Coast Ranges Section	B	M261B
1017	115	4	Northern Unglaciated Allegheny Plateau Section	G	212G
1021	115	4	Northern Superior Uplands Section	L	212L
1024	111	4	Central California Coast Section	A	261A
1052	114	4	Columbia Basin Section	I	342I
1055	103	4	Southeastern Great Lakes Section	J	222J
1058	124	4	Sierra Nevada Section	E	M261E
1061	104	4	Coastal Plain Middle Section	B	231B
1065	125	4	Mono Section	D	341D
1067	118	4	Tonto Transition Section	C	313C
1070	129	4	Northern California Coast Section	A	263A
1073	104	4	Southern Appalachian Piedmont Section	A	231A
1077	103	4	Lake Ontario Section	P	222P
1080	115	4	Lake Huron Section	P	212P
1082	103	4	Mohawk and Black River Valley Section	O	222O
1086	132	4	Hawaiian Islands Section	A	M423A
1089	103	4	Interior Low Plateau, Highland Rim Section	E	222E
1092	115	4	St. Lawrence and Champlain Valley Section	E	212E
1096	125	4	Northeastern Great Basin Section	G	341G
1099	122	4	Uinta Mountains Section	E	M331E
1102	108	4	Boston Mountains Section	A	M222A
1105	127	4	Eastern Cascades Section	C	M242C
1108	102	4	Red River Valley Section	A	251A
1111	102	4	North Central U.S. Morainal and Till Plains Section	B	251B
1115	122	4	Wind River Mountain Section	J	M331J
1118	123	4	Allegheny Mountains Section	B	M221B
1149	125	4	Bonneville Basin Section	A	341A
1152	118	4	Northern Rio Grande Intermontane Section	E	313E
1155	133	4	Flathead Valley Section	B	M333B
1158	134	4	Catskill Mountain Section	E	M212E
1161	103	4	Central Till Plains, Beech-Maple Section	H	222H
1165	113	4	Pecos Valley Section	A	315A
1168	122	4	Overthrust Mountains Section	D	M331D
1171	105	4	Florida Coastal Lowlands (Eastern) Section	G	232G
1174	117	4	Rocky Mountain Front Section	C	M332C
1177	139	4	Foothills Section	A	M121A
1178	139	4	Mountains Section	B	M121B
1179	140	4	West Kodiak Island Section	C	M127C
1180	140	4	Alaska Peninsula Section	A	M127A
1181	140	4	Aleutian Islands Section	B	M127B
1182	141	4	Bristol Bay Lowlands Section	A	126A
1183	142	4	Upper Yukon Highlands Section	A	M139A
1184	143	4	Upper Kobuk Valley Section	A	131A
1185	143	4	Yukon-Koskokwim Bottomlands Section	B	131B
1186	144	4	Chugach-St. Elias Mountains Section	A	M244A
1187	144	4	Lynn Canal Section	B	M244B
1188	144	4	Boundary Range Section	C	M244C
1189	145	4	Seward Mountains Section	A	M125A
1190	146	4	Copper River Basin Section	B	135B
1191	146	4	Cook Inlet Lowlands Section	A	135A
1192	147	4	Coastal Plain Section	A	124A
1193	148	4	Yukon-Kuskokwim Delta Section	B	125B
1194	148	4	Kotzebue Sound Lowlands Section	A	125A
1195	149	4	Upper Yukon Flats Section	A	139A
1196	150	4	Ahklun Mountains Section	A	M126A
1197	151	4	Koskokwim Mountains Section	B	M131B
1198	151	4	Nulato Hills Section	A	M131A
1199	151	4	Nushagak-Lime Hills Section	C	M131C
1200	152	4	Wrangell Mountains Section	B	M135B
1201	152	4	Alaska Mountains Section	A	M135A
10001	1092	5	St. Lawrence Till Plain Subsection	b	212Eb
10005	1143	5	Seney Sand Lake Plain Subsection	h	212Hh
10008	1079	5	Sequatchie Valley Subsection	d	221Hd
10011	1089	5	Knobstone Escarpment Subsection	l	222El
10014	1056	5	Western Paleozoic Plateau Subsection	f	222Lf
10018	1173	5	Pawnee City-Seneca Rolling Hills Subsection	p	251Cp
10021	1075	5	Tug Hill Plateau Subsection	a	M212Fa
10025	1114	5	Central Allegheny Plateau Subsection	b	212Fb
10028	1143	5	Harrisville Moraines Subsection	m	212Hm
10031	1042	5	Mississippi River Alluvial Plain Subsection	o	222Ao
10063	1169	5	Mt. Vernon Hill Country Subsection	b	222Gb
10066	1112	5	Alexandria Moraine, Hardwood Hills Subsection	a	222Ma
10070	1151	5	Atlantic Southern Loam Hills Subsection	r	232Br
10073	1051	5	Gulf Coastal Flatwoods, Bays and Barrier Islands Subsection	c	232Dc
10077	1170	5	Texas Grand Prairie Subsection	i	255Ai
10080	1128	5	Southern Blackland Prairie Subsection	f	255Cf
10084	1094	5	Ridge and Valley Subsection	a	M221Aa
10087	1143	5	Stutsmanville Sand Ridges Subsection	n	212Hn
10090	1074	5	Green Bay Subsection	b	212Ob
10093	1143	5	Tawas Lake Plain Subsection	r	212Hr
10096	1018	5	Western Bluegrass Subsection	c	222Fc
10099	1121	5	Lower Ohio-Cache-Wabash Alluvial Plains Subsection	b	222Db
10103	1073	5	Opelika Plateau Subsection	i	231Ai
10106	1023	5	Southern Oklahoma Subsection	e	231Ee
10110	1135	5	Lake Erie Sand Plain Subsection	g	222Ig
10113	1144	5	Southern Texas Coastal Prairies and Savannah Subsection	d	255Dd
10117	1050	5	Rolling Limestone Hills Subsection	a	221Ja
10146	1089	5	Eastern Karst Plain Subsection	b	222Eb
10149	1051	5	Florida Gulf Coastal Bays and Islands Subsection	e	232De
10153	1164	5	White Mountain Subsection	d	M212Ad
10156	1130	5	Spread Eagle-Dunbar Barrens Subsection	k	212Jk
10159	1148	5	Hudson Glacial Lake Plains Subsection	c	221Bc
10163	1015	5	Chicago Lake Plain Subsection	i	222Ki
10166	1061	5	Upper Clay Hills Subsection	c	231Bc
10169	1171	5	Okeechobee Plain Subsection	c	232Gc
10172	1066	5	Western Flint Hills Subsection	a	251Fa
10175	1114	5	Cattaraugus Highlands Subsection	a	212Fa
10178	1130	5	Lincoln Formation Till Plain, Mixed Hardwoods Subsection	g	212Jg
10182	1050	5	Holston Valley Subsection	c	221Jc
10185	1015	5	South Central Wisconsin Prairie and Savannah Subsection	d	222Kd
10189	1151	5	Fragipan Loam Hills Subsection	a	232Ba
10192	1171	5	Kissimmee River Subsection	d	232Gd
10195	1100	5	Big Cypress Spur Subsection	f	411Af
10198	1143	5	Wellston Outwash and Ice Contact Subsection	v	212Hv
10202	1018	5	Scottsburg Lowland Subsection	f	222Ff
10205	1073	5	Piedmont Ridge Subsection	b	231Ab
10234	1112	5	Anoka Sand Plain Subsection	c	222Mc
10237	1151	5	Border Sand Hills Subsection	o	232Bo
10240	1111	5	Inner Coteau des Prairies Subsection	c	251Bc
10244	1118	5	Eastern Allegheny Mountain and Valley Subsection	d	M221Bd
10248	1089	5	Tennessee-Gasper Valley Subsection	f	222Ef
10251	1130	5	Green Bay Lobe Stagnation Moraine Subsection	j	212Jj
10255	1049	5	Ohio and Cache River Alluvial Plain Subsection	h	222Ch
10258	1073	5	Triassic Uplands Subsection	m	231Am
10262	1151	5	Florida Northern Highlands Subsection	e	232Be
10265	1159	5	Green River Lowland Subsection	a	251Da
10268	1090	5	Aroostook Lowlands Subsection	b	212Ab
10271	1173	5	Southeast Iowa Rolling Loess Hills Subsection	h	251Ch
10275	1127	5	East Central Ouachita Mountains Subsection	c	M231Ac
10279	1092	5	Champlain Glacial Lake and Marine Plains Subsection	c	212Ec
10282	1055	5	Southeast Lake Michigan Plains and Dunes Subsection	a	222Ja
10286	1173	5	Reserved Subsection	l	251Cl
10289	1164	5	Mahoosic-Rangely Lakes Subsection	e	M212Ae
10318	1023	5	Sand Hills Subsection	g	231Eg
10321	1130	5	Lincoln Formation Till Plain, Hemlock-Hardwoods Subsection	s	212Js
10324	1042	5	Central Plateau Subsection	b	222Ab
10327	1015	5	Central Wisconsin Moraines and Outwash Subsection	b	222Kb
10331	1151	5	Lower Clay Hills Subsection	m	232Bm
10334	1130	5	Winegar Moraines Subsection	c	212Jc
10337	1034	5	Delaware Bay Subsection	e	232Ae
10340	1173	5	Mississippi River and Illinois Alluvial Plain Subsection	f	251Cf
10344	1100	5	Everglades Subsection	b	411Ab
10347	1028	5	Western Adirondack Foothills Subsection	b	M212Db
10351	1081	5	Lake Superior and Islands Subsection	a	212Ia
10354	1042	5	Springfield Plain Subsection	m	222Am
10357	1089	5	The Cliffs Subsection	o	222Eo
10360	1073	5	Carolina Slate Subsection	f	231Af
10363	1151	5	Atlantic Coastal Plain, Floodplains and Terraces Subsection	s	232Bs
10367	1143	5	Green Bay Clayey and Silty Lake Plain Subsection	c	212Hc
10370	1010	5	White and Black Rivers Alluvial Plain Subsection	c	234Ac
10374	1169	5	Wabash Uplands Subsection	d	222Gd
10377	1130	5	Baraga-Keewenaw Coarse Rocky Till Subsection	n	212Jn
10405	1049	5	Northern Deep Loess Hills and Bluffs Subsection	b	222Cb
10409	1051	5	Gulf Coastal Lowlands Subsection	b	232Db
10412	1076	5	Southern Mountain Slopes Subsection	d	M411Ad
10416	1135	5	Lake Erie Plain Subsection	a	222Ia
10419	1023	5	Trinity Alluvial Valley Subsection	l	231El
10422	1130	5	Reserved Subsection	p	212Jp
10425	1082	5	Mohawk Valley Subsection	a	222Oa
10428	1141	5	Quartzite and Talladega Slate Ridge Subsection	d	231Dd
10432	1170	5	Cross Timbers and Central Rolling Red Prairies Subsection	e	255Ae
10436	1100	5	Florida Keys and Biscayne Bay Subsection	g	411Ag
10439	1017	5	Allegheny High Plateau Subsection	a	212Ga
10443	1130	5	Reserved Subsection	q	212Jq
10446	1018	5	Northern Bluegrass Subsection	d	222Fd
10449	1137	5	Western Hocking Plateau Subsection	f	221Ef
10452	1023	5	South Central Arkansas Flatwoods Subsection	j	231Ej
10455	1079	5	Reserved Subsection	b	221Hb
10458	1055	5	Steuben Interlobate Moraines Subsection	i	222Ji
10461	1034	5	New Jersey Pine Barren Outer Coastal Plain Subsection	b	232Ab
10274	1150	5	Metasedimentary Mountains Subsection	d	M221Dd
10276	1026	5	Maine Eastern Coastal Subsection	b	212Cb
10277	1143	5	St. Ignace Lake Plain Subsection	j	212Hj
10278	1112	5	Big Woods Moraines Subsection	b	222Mb
10280	1137	5	Unglaciated Muskingum Plains Subsection	e	221Ee
10281	1089	5	Outer Nashville Basin Subsection	c	222Ec
10283	1015	5	Central Wisconsin Sand Plain Subsection	a	222Ka
10284	1162	5	Southern Loam Hills Subsection	a	232Fa
10285	1173	5	Missouri River Alluvial Plain Subsection	g	251Cg
10287	1159	5	Southern Grand Prairie Subsection	e	251De
10288	1066	5	Southern Flint Hills Subsection	c	251Fc
10290	1111	5	Southern Des Moines Lobe Subsection	e	251Be
10291	1164	5	Connecticut Lakes Subsection	f	M212Af
10292	1127	5	West Central Ouachita Mountains Subsection	b	M231Ab
10293	1090	5	Aroostook Hills and Lowlands Subsection	a	212Aa
10294	1053	5	Bayfield Sand Plains Subsection	a	212Ka
10295	1018	5	Muscatatuck Flats and Canyons Subsection	e	222Fe
10296	1061	5	Southern Pontotoc Ridge Subsection	k	231Bk
10297	1130	5	St. Croix Moraine Subsection	d	212Jd
10298	1130	5	Central and Northwest Wisconsin Loess Plains Subsection	e	212Je
10299	1097	5	Newark Subsection	c	221Dc
10300	1130	5	Rib Mountain Rolling Ridges Subsection	i	212Ji
10301	1019	5	Gulf of Maine Coastal Plain Subsection	i	221Ai
10302	1148	5	Hudson Limestone Valley Subsection	a	221Ba
10303	1137	5	East Hocking Plateau Subsection	d	221Ed
10304	1073	5	Triassic Basins Subsection	p	231Ap
10305	1087	5	Mount Magazine Subsection	b	231Gb
10306	1087	5	Western Arkansas Valley and Ridges Subsection	c	231Gc
10307	1151	5	Southern Deep Loess Hills and Bluffs Subsection	d	232Bd
10308	1016	5	Akron Kames Subsection	c	221Fc
10309	1121	5	Outer Western Coalfields Subsection	c	222Dc
10310	1135	5	Cattaraugus-Finger Lakes Moraine and Hills Subsection	d	222Id
10311	1055	5	Jackson Interlobate Moraine Subsection	g	222Jg
10312	1073	5	Northern Piedmont Subsection	l	231Al
10313	1012	5	Gulf Coast Prairies Subsection	a	232Ea
10314	1162	5	Southwest Flatwoods Subsection	b	232Fb
10315	1164	5	International Boundary Plateau Subsection	a	M212Aa
10316	1150	5	Central Blue Ridge Mountains Subsection	b	M221Db
10317	1150	5	Southern Blue Ridge Mountains Subsection	c	M221Dc
10319	1126	5	Coastal Marsh and Island Subsection	e	232Ce
10320	1092	5	Champlain Hills Subsection	d	212Ed
10322	1021	5	Laurentian Highlands Subsection	c	212Lc
10323	1021	5	Toimi Uplands Subsection	d	212Ld
10325	1121	5	Lesser Shawnee Hills Subsection	i	222Di
10326	1055	5	Southeast Lake Michigan Moraines Subsection	b	222Jb
10328	1061	5	Jackson Hills Subsection	j	231Bj
10329	1103	5	Sandstone Mountain Subsection	d	231Cd
10330	1151	5	Citronelle Plains Subsection	c	232Bc
10332	1151	5	Lower Loam Hills Subsection	n	232Bn
10333	1143	5	Traverse City Drumlin Fields Subsection	o	212Ho
10335	1019	5	Narragansett-Bristol Lowland and Islands Subsection	c	221Ac
10336	1073	5	Lynchburg Belt Subsection	k	231Ak
10338	1151	5	The Plains Subsection	i	232Bi
10339	1010	5	St. Francis River Alluvial Plain Subsection	m	234Am
10341	1123	5	Cherokee Plains Subsection	b	251Eb
10342	1170	5	Southern Oklahoma Grand Prairies Subsection	d	255Ad
10343	1144	5	Texas Coastal Prairies Subsection	a	255Da
10345	1100	5	Southern Slope Subsection	c	411Ac
10346	1057	5	Hillsboro Inland Hills and Plains Subsection	d	M212Bd
10348	1094	5	Great Valley of Virginia Subsection	b	M221Ab
10349	1118	5	Southern (Middle) High Allegheny Mountains Subsection	c	M221Bc
10350	1076	5	Central Mountains Subsection	c	M411Ac
10352	1143	5	Big Rapids Loamy Moraines Subsection	t	212Ht
10353	1080	5	Saginaw Bay Subsection	b	212Pb
10355	1049	5	Northern Pontotoc Ridge Subsection	f	222Cf
10356	1089	5	Kinniconick and Licking Knobs Subsection	n	222En
10358	1161	5	Mad River Interlobate Plains Subsection	d	222Hd
10359	1073	5	Midland Plateau Central Uplands Subsection	a	231Aa
10361	1023	5	Ouachita Alluvial Valley Subsection	c	231Ec
10362	1023	5	Red River Alluvial Plain Subsection	m	231Em
10364	1079	5	Low Hills Belt Subsection	e	221He
10365	1089	5	Inner Nashville Basin Subsection	d	222Ed
10366	1089	5	Highland Rim Hilly and Rolling Subsection	e	222Ee
10368	1015	5	Kenosha-Lake Michigan Plain and Moraines Subsection	g	222Kg
10369	1061	5	Middle Coastal Plain, Floodplains and Terraces Subsection	f	231Bf
10371	1110	5	Pine Moraine and Outwash Plains Subsection	c	212Nc
10372	1042	5	White River Hills Subsection	g	222Ag
10373	1169	5	Lower Wabash Alluvial Plain Subsection	c	222Gc
10375	1071	5	Aspen Parklands Subsection	a	222Na
10376	1114	5	Eastern Allegheny Plateau Subsection	c	212Fc
10378	1130	5	Ewen Dissected Lake Plain Subsection	o	212Jo
10379	1089	5	Western Knobs Subsection	i	222Ei
10380	1056	5	Melrose Oak Forest and Savannah Subsection	b	222Lb
10381	1141	5	Sandstone, Shale and Chert Ridge Subsection	b	231Db
10382	1051	5	Immokalee Rise Subsection	a	232Da
10383	1010	5	Macon Ridge Subsection	h	234Ah
10384	1111	5	Outer Coteau des Prairies Subsection	b	251Bb
10385	1173	5	Loess Hills Subsection	b	251Cb
10386	1173	5	Kansas River Subsection	q	251Cq
10387	1159	5	Springfield Plains Subsection	f	251Df
10388	1066	5	Glaciated Flint Hills Subsection	d	251Fd
10389	1170	5	Texas Western Cross Timbers Subsection	j	255Aj
10390	1128	5	Interior Savannah Subsection	c	255Cc
10391	1143	5	Newaygo Outwash and Ice Contact Subsection	u	212Hu
10392	1128	5	Interior Blackland Prairie Subsection	d	255Cd
10393	1164	5	Western Maine Foothills Subsection	g	M212Ag
10394	1158	5	Catshill Mountains Subsection	a	M212Ea
10395	1008	5	Black Mountains Subsection	c	M221Cc
10396	1130	5	Brule and Paint Rivers-Drumlinized Ground Morain Subsection	l	212Jl
10397	1148	5	Kittatinny-Shawangunk Ridges Subsection	d	221Bd
10398	1121	5	Southern Dripping Springs Subsection	g	222Dg
10399	1162	5	Piney Woods Transition Subsection	e	232Fe
10400	1173	5	Deep Loess Hills Subsection	a	251Ca
10401	1157	5	Littlefork-Vermillion Uplands Subsection	a	212Ma
10402	1089	5	Eastern Knobs Transition Subsection	j	222Ej
10403	1019	5	Southern New England Coastal Lowland Subsection	d	221Ad
10404	1143	5	Mio Outwash Plain Subsection	q	212Hq
10406	1049	5	Deep Loess Hills and Bluffs Subsection	c	222Cc
10407	1082	5	Black River Valley Subsection	b	222Ob
10408	1103	5	Moulton Valley Subsection	e	231Ce
10410	1010	5	Red River Alluvial Plain Subsection	i	234Ai
10411	1150	5	Northern Blue Ridge Mountains Subsection	a	M221Da
10413	1143	5	Gwinn-Deerton Outwash and Sand Ridges Subsection	a	212Ha
10414	1130	5	Gogebic-Penokee Iron Range Subsection	b	212Jb
10415	1097	5	Gettysburg Piedmont Lowland Subsection	a	221Da
10417	1015	5	Valparaiso Moraine Subsection	j	222Kj
10418	1073	5	Mica Rich Plateau Subsection	j	231Aj
10420	1173	5	Carlinville Dissected Till Plain Subsection	k	251Ck
10421	1143	5	Vanderbilt Moraines Subsection	p	212Hp
10423	1081	5	Isle Royale Subsection	b	212Ib
